conta_codigo,conta_nome,fil,data,lot,documento,item,cpart,historico,debito,credito,saldo_atual
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000168,0002,00549,SAIDA DA CTE N. 78138-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1930.42,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000169,0002,01637,SAIDA DA CTE N. 89014-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1117.57,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000169,0002,01554,SAIDA DA CTE N. 78139-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,868.48,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000170,0002,01637,SAIDA DA CTE N. 89015-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1116.21,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000170,0002,01554,SAIDA DA CTE N. 78140-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1520.86,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000171,0002,01637,SAIDA DA CTE N. 89016-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1164.07,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000171,0002,01554,SAIDA DA CTE N. 78141-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,809.97,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000172,0002,00538,SAIDA DA CTE N. 89017-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3615.05,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000172,0002,01554,SAIDA DA CTE N. 78142-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,114.95,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000173,0002,00538,SAIDA DA CTE N. 89018-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1920.08,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000173,0002,01554,SAIDA DA CTE N. 78143-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,741.41,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000174,0002,00538,SAIDA DA CTE N. 89019-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1673.22,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000174,0002,01554,SAIDA DA CTE N. 78144-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1060.27,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000175,0002,00538,SAIDA DA CTE N. 89020-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3315.09,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000175,0002,01554,SAIDA DA CTE N. 78145-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1716.59,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000176,0002,00538,SAIDA DA CTE N. 89021-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,245.42,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000176,0002,00529,SAIDA DA CTE N. 78146-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,37.06,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000177,0002,00540,SAIDA DA CTE N. 89022-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,5605.0,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000177,0002,00529,SAIDA DA CTE N. 78147-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1158.0,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000178,0002,01602,SAIDA DA CTE N. 89023-1 - CLIENTE BMB BE LGO MINEIRA BEKAERT ARTEFATOS DE ARAME LT DA,,6162.69,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000178,0002,00539,SAIDA DA CTE N. 78148-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4629.06,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000179,0002,00538,SAIDA DA CTE N. 89024-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1456.95,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000179,0004,00543,SAIDA DA NFP N. 12202-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,825.42,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000180,0002,00538,SAIDA DA CTE N. 89025-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,479.69,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000180,0002,00524,SAIDA DA CTE N. 78151-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,658.35,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000181,0002,00538,SAIDA DA CTE N. 89026-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1723.01,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000181,0002,00524,SAIDA DA CTE N. 78152-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2557.08,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000182,0002,01602,SAIDA DA CTE N. 89027-1 - CLIENTE BMB BE LGO MINEIRA BEKAERT ARTEFATOS DE ARAME LT DA,,6162.71,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000182,0002,00521,SAIDA DA CTE N. 78153-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1658.92,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000183,0002,00539,SAIDA DA CTE N. 89028-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,226.26,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000183,0002,00521,SAIDA DA CTE N. 78154-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2764.86,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000184,0002,00539,SAIDA DA CTE N. 89029-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,635.59,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000184,0002,00521,SAIDA DA CTE N. 78155-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,372.01,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000185,0002,00539,SAIDA DA CTE N. 89030-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,455.43,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000185,0004,00543,SAIDA DA NFP N. 12203-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,854.83,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000186,0002,00539,SAIDA DA CTE N. 89031-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2716.06,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000186,0004,00543,SAIDA DA NFP N. 12204-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1158.29,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000187,0002,00538,SAIDA DA CTE N. 89032-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1077.03,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000187,0002,01529,SAIDA DA CTE N. 78156-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1132.73,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000188,0002,00538,SAIDA DA CTE N. 89033-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,840.67,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000188,0002,00532,SAIDA DA CTE N. 78157-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1911.57,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000189,0002,00538,SAIDA DA CTE N. 89034-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,408.57,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000189,0002,00532,SAIDA DA CTE N. 78158-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1911.57,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000190,0002,00538,SAIDA DA CTE N. 89035-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,810.98,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000190,0002,01529,SAIDA DA CTE N. 78159-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,269.0,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000191,0002,00538,SAIDA DA CTE N. 89036-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1220.68,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000191,0002,01529,SAIDA DA CTE N. 78160-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1298.83,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000192,0002,00538,SAIDA DA CTE N. 89037-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,742.99,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000192,0002,01529,SAIDA DA CTE N. 78161-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,632.75,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000193,0002,00538,SAIDA DA CTE N. 89038-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,830.28,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000193,0002,00541,SAIDA DA CTE N. 78162-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2539.2,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000194,0002,00538,SAIDA DA CTE N. 89039-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,915.23,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000194,0002,01529,SAIDA DA CTE N. 78163-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1457.82,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000195,0002,00538,SAIDA DA CTE N. 89040-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,689.32,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000195,0004,00541,SAIDA DA NFP N. 12205-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,881.0,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000196,0002,01600,SAIDA DA CTE N. 89041-1 - CLIENTE BELGO BEKAERT ARAMES LTDA,,1530.35,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000196,0004,00541,SAIDA DA NFP N. 12206-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,881.0,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000197,0002,01600,SAIDA DA CTE N. 89042-1 - CLIENTE BELGO BEKAERT ARAMES LTDA,,1524.0,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000197,0002,00521,SAIDA DA CTE N. 78164-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3433.9,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000198,0002,01600,SAIDA DA CTE N. 89043-1 - CLIENTE BELGO BEKAERT ARAMES LTDA,,1555.6,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000198,0002,00521,SAIDA DA CTE N. 78165-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1325.92,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-09,CGS,0000000199,0002,01600,SAIDA DA CTE N. 89044-1 - CLIENTE BELGO BEKAERT ARAMES LTDA,,1647.1,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000199,0002,01554,SAIDA DA CTE N. 78166-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,454.64,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000200,0002,01554,SAIDA DA CTE N. 78167-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,616.45,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000201,0002,01554,SAIDA DA CTE N. 78168-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,605.23,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000202,0002,01601,SAIDA DA CTE N. 78169-1 - CLIENTE BMB BE LGO MINEIRA BEKAERT ARTEFATOS DE ARAME LT DA,,1704.55,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000203,0002,01601,SAIDA DA CTE N. 78170-1 - CLIENTE BMB BE LGO MINEIRA BEKAERT ARTEFATOS DE ARAME LT DA,,852.27,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000204,0002,01601,SAIDA DA CTE N. 78171-1 - CLIENTE BMB BE LGO MINEIRA BEKAERT ARTEFATOS DE ARAME LT DA,,852.27,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000205,0002,00541,SAIDA DA CTE N. 78172-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4173.86,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000206,0002,00540,SAIDA DA CTE N. 78173-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,6262.78,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000207,0004,00543,SAIDA DA NFP N. 12207-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,773.84,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000208,0002,00524,SAIDA DA CTE N. 78174-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3638.4,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000209,0002,00517,SAIDA DA CTE N. 78175-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,803.0,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000210,0002,00517,SAIDA DA CTE N. 78176-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,201.03,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000211,0004,00543,SAIDA DA NFP N. 12208-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,749.4,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000212,0002,01554,SAIDA DA CTE N. 78178-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3615.01,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000213,0002,00532,SAIDA DA CTE N. 78179-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,793.25,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000214,0002,00532,SAIDA DA CTE N. 78180-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3677.61,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000215,0002,00540,SAIDA DA CTE N. 78181-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,10208.79,,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000216,0002,00539,SAIDA DA CTE N. 78182-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4375.53,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000217,0002,00541,SAIDA DA CTE N. 78183-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2539.2,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000218,0002,01554,SAIDA DA CTE N. 78184-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,429.72,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000219,0002,01554,SAIDA DA CTE N. 78185-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,583.81,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000220,0002,01554,SAIDA DA CTE N. 78186-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,449.28,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000221,0002,01554,SAIDA DA CTE N. 78187-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,121.64,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000222,0002,00541,SAIDA DA CTE N. 78188-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,889.9,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000223,0002,00541,SAIDA DA CTE N. 78189-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,283.11,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000224,0002,00541,SAIDA DA CTE N. 78190-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,4299.0,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000225,0002,00542,SAIDA DA CTE N. 78191-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1253.92,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000226,0002,00542,SAIDA DA CTE N. 78192-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,3368.94,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000227,0002,01554,SAIDA DA CTE N. 78193-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2933.03,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000228,0002,01554,SAIDA DA CTE N. 78194-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1764.01,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,003,2025-01-09,CGS,0000000229,0002,01554,SAIDA DA CTE N. 78195-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1860.75,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,008,2025-01-10,CGS,0000000001,0002,00511,SAIDA DA CTE N. 6381-1 - CLIENTE ARCELOR MITTAL BRASIL S.A.,,1226.94,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,009,2025-01-10,CGS,0000000001,0002,00540,SAIDA DA CTE N. 266-1 - CLIENTE ARCELORM ITTAL BRASIL S.A.,,439.53,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,008,2025-01-10,CGS,0000000002,0002,00538,SAIDA DA CTE N. 6382-1 - CLIENTE ARCELOR MITTAL BRASIL S.A.,,1123.98,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,009,2025-01-10,CGS,0000000002,0002,00540,SAIDA DA CTE N. 267-1 - CLIENTE ARCELORM ITTAL BRASIL S.A.,,439.85,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,008,2025-01-10,CGS,0000000003,0002,00538,SAIDA DA CTE N. 6383-1 - CLIENTE ARCELOR MITTAL BRASIL S.A.,,386.68,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,009,2025-01-10,CGS,0000000003,0002,00540,SAIDA DA CTE N. 268-1 - CLIENTE ARCELORM ITTAL BRASIL S.A.,,760.01,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000003,0002,00540,SAIDA DA CTE N. 29104-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2151.06,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,008,2025-01-10,CGS,0000000004,0002,00538,SAIDA DA CTE N. 6384-1 - CLIENTE ARCELOR MITTAL BRASIL S.A.,,1907.63,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000004,0002,00540,SAIDA DA CTE N. 29105-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2696.2,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000005,0002,00540,SAIDA DA CTE N. 29106-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,539.3,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000006,0002,00540,SAIDA DA CTE N. 29107-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,539.3,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000007,0002,00540,SAIDA DA CTE N. 29108-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,524.65,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000008,0002,00540,SAIDA DA CTE N. 29109-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,321.98,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000009,0002,00540,SAIDA DA CTE N. 29110-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,321.98,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000010,0002,00540,SAIDA DA CTE N. 29111-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,257.59,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000011,0002,00540,SAIDA DA CTE N. 29112-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,321.98,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000012,0002,00540,SAIDA DA CTE N. 29113-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,643.97,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-10,CGS,0000000013,0002,01637,SAIDA DA CTE N. 89077-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,486.86,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000013,0002,00540,SAIDA DA CTE N. 29114-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,279.06,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-10,CGS,0000000014,0002,01637,SAIDA DA CTE N. 89045-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,9998.74,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000014,0002,00540,SAIDA DA CTE N. 29115-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,1541.34,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-10,CGS,0000000015,0002,01637,SAIDA DA CTE N. 89046-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,7256.15,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,007,2025-01-10,CGS,0000000015,0002,00540,SAIDA DA CTE N. 29116-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,,2000.65,
00230.5,PRESTAÇÃO DE SERVIÇOS - TRANSPORTE DE CARGAS,002,2025-01-10,CGS,0000000016,0002,01637,SAIDA DA CTE N. 89047-1 - CLIENTE ARCELO RMITTAL BRASIL S.A.,10403.88,,
